filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
feet/armor/female/5.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/female/6.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/female/7.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/female/8.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/female/9.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/male,,"makrohn, wulax",,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,
feet/armor/male/4.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/male/5.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/male/6.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/male/7.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/male/8.png,?recolor,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/armor/male/9.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/ghillies_female_no_th-sh.png,,"Thane Brimhall (pennomi), laetissima, Matthew Krohn (makrohn)","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-2-characters,,,,,OK
feet/shoes,,,,,,,,,
feet/shoes/Female_sandals.png,,"Nila122, David Conway Jr. (JaidynReiman), Matthew Krohn (makrohn), Johannes Sjölund (wulax)","CC-BY-SA 3.0, GPL 2.0, GPL 3.0",https://opengameart.org/content/lpc-roman-armor,,,,,OK
feet/shoes/LongBoots_brown.png,,"Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike)","CC-BY-SA 3.0, GPL 2.0, GPL 3.0",https://opengameart.org/content/lpc-clothes-and-hair,,,,,OK
feet/shoes/LongBoots_dark.png,,"Nila122, Johannes Sjölund (wulax), Stephen Challener (Redshrike)","CC-BY-SA 3.0, GPL 2.0, GPL 3.0",https://opengameart.org/content/lpc-clothes-and-hair,,,,,OK
feet/shoes/Male_sandals.png,,"Nila122, David Conway Jr. (JaidynReiman), Matthew Krohn (makrohn), Johannes Sjölund (wulax)","CC-BY-SA 3.0, GPL 2.0, GPL 3.0",https://opengameart.org/content/lpc-roman-armor,,,,,OK
feet/shoes/female,,,,,,,,,
feet/shoes/female/SaraShoes.png,,"Mandi Paugh, Stephen Challener (Redshrike), William.Thompsonj",OGA-BY 3.0,http://opengameart.org/content/sara-wizard,https://opengameart.org/content/lpc-sara,,,,OK
feet/shoes/female/black_shoes_female.png,,"Joe White, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/shoes/female/brown_shoes_female.png,,"Joe White, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/shoes/female/maroon_shoes_female.png,,"JaidynReiman, Joe White, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/shoes/hoofs.png,,Evert,"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-faun-and-minotaur,,,,,OK
feet/shoes/male,,,,,,,,,
feet/shoes/male/black_shoes_male.png,,Johannes Sjölund (wulax),"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/shoes/male/brown_shoes_male.png,,Johannes Sjölund (wulax),"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/shoes/male/maroon_shoes_male.png,,Johannes Sjölund (wulax),"CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
feet/slippers_female,,"Luke Mehl, Joe White",,https://opengameart.org/content/female-mage-clothing-set,,,,,
feet/slippers_female/black.png,,"Luke Mehl, Joe White","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/female-mage-clothing-set,,,,,OK
feet/slippers_female/brown.png,,"Luke Mehl, Joe White","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/female-mage-clothing-set,,,,,OK
feet/slippers_female/gray.png,,"Luke Mehl, Joe White","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/female-mage-clothing-set,,,,,OK
feet/slippers_female/white.png,,"Luke Mehl, Joe White","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/female-mage-clothing-set,,,,,OK
hair,,,,,,,,,
